token,token_en,pmi_label,lexicon_sign,contexts,llm_prompt
77,77,positive,0,"[""@RealTalkFadzie +263 77 310 6366 \r\n\r\nuyu anogona futi munzwei"", ""@RealTalkFadzie +263 77 310 6366 \r\n\r\nuyu anogona futi munzwei"", ""Bhutsu dzangu dzevakadzi dzava mukati\r\nBulawayo +263 78 230 8831\r\nZvishavane +263 77 896 5971\r\nHarare +263 77 453 9994\r\n\r\nSaizi 35-45 App/Ca …""]","You are helping annotate a multilingual sentiment lexicon.
Word: 77
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
=,,positive,0,"[""@mrscumba Lol! Ndinogona kudzidzisa hack kuti ushoni hunhu.\r\n\r\nIwe naizvozvo kurudziro ekutsiva btwn Sesotho & Shona. Eg. L muSesotho iR muc …"", ""Hakuna vamwe vanhu vanonzwanana sa 8ight na Chihelele yeah\r\n\r\n8ight + butternut💜 = vakanaka kushaya https://t.co/vMLEde6wf2"", ""@ZimEye Haha Simba is creative 😆 ccc = chamisa. Nerison ndiye ccc""]","You are helping annotate a multilingual sentiment lexicon.
Word: =
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@alpha,@alpha,negative,0,"[""@alpha_phalpha @Manhims28854924 Saka kuti zvaitokufaira kukumbira kufona\r\nIni I call anytime any second and handidi zvekujairirwa kusvika pa …"", ""@alpha_zw99 Saka vanhu wanepressure"", ""@alpha_phalpha @Manhims28854924 Vamwe vanhu ndichatoita men mjolo force yekukumamisirai simping\r\nNdimi munozoita simping""]","You are helping annotate a multilingual sentiment lexicon.
Word: @alpha
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@alwyn,@alwyn,neutral,0,"[""@alwyn_tuluka @timiretimzzy2 After watching the episode ndati ko howfar comment section…aaaah, vanhu vane nhomba ye-nyash😂😂😂"", ""@alwyn_tuluka @timiretimzzy2 After watching the episode ndati ko howfar comment section…aaaah, vanhu vane nhomba ye-nyash😂😂😂"", ""@alwyn_tuluka @timiretimzzy2 After watching the episode ndati ko howfar comment section…aaaah, vanhu vane nhomba ye-nyash😂😂😂""]","You are helping annotate a multilingual sentiment lexicon.
Word: @alwyn
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@anti,@anti,neutral,0,"[""@anti_nepotism @ZACConline @zimvumi1 @KarenyiKore @PoliceZimbabwe @edmnangagwa @nickmangwana @adv_fulcrum @CCCZimbabwe Bag 💰💰💰 rabuda regai  …"", ""@anti_nepotism @ZACConline @zimvumi1 @KarenyiKore @PoliceZimbabwe @edmnangagwa @nickmangwana @adv_fulcrum @CCCZimbabwe Bag 💰💰💰 rabuda regai  …"", ""@anti_nepotism @ZACConline @zimvumi1 @KarenyiKore @PoliceZimbabwe @edmnangagwa @nickmangwana @adv_fulcrum @CCCZimbabwe Bag 💰💰💰 rabuda regai  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @anti
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@antipeaceman,@antipeaceman,negative,0,"[""@Mr_Mhere @AntiPeaceman Anoda kunzi ano louder pavanhu vese mface uyu"", ""@Mr_Mhere @AntiPeaceman Anoda kunzi ano louder pavanhu vese mface uyu"", ""@Mr_Mhere @AntiPeaceman Anoda kunzi ano louder pavanhu vese mface uyu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @antipeaceman
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@arniek25aarnold,@arniek25aarnold,positive,0,"[""@Arniek25Aarnold @DailyLoud @MALUVAMALVERN Ndozvavanoda hake uyu"", ""@Arniek25Aarnold @matinyarare @Arniek25Aarnold ahhhh murakashi uyu.. hazviiti kuti SA inopa mari mhiri 90% mukupedza dambudziko pasina mari  …"", ""@MALUVAMALVERN @teemadzika @Kedakellah @Arniek25Aarnold Ha ma doctor arikurova vanhu Mari havo""]","You are helping annotate a multilingual sentiment lexicon.
Word: @arniek25aarnold
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@arthur85026546,@arthur85026546,neutral,0,"[""@Arthur85026546 @madyira05 @HHichilema Usavadaro vanhu vedu ava. Kkkk"", ""@Arthur85026546 @madyira05 @HHichilema Usavadaro vanhu vedu ava. Kkkk"", ""@Arthur85026546 @madyira05 @HHichilema Usavadaro vanhu vedu ava. Kkkk""]","You are helping annotate a multilingual sentiment lexicon.
Word: @arthur85026546
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@auzy,@auzy,neutral,0,"[""@Renoit_pvt_ltd @TanyahGM @Auzy_walzy_Jani Frame A baba"", ""@Renoit_pvt_ltd @TanyahGM @Auzy_walzy_Jani Frame A baba"", ""@Renoit_pvt_ltd @TanyahGM @Auzy_walzy_Jani Frame A baba""]","You are helping annotate a multilingual sentiment lexicon.
Word: @auzy
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@babatafi,@babati,positive,0,"[""@PhiriDivah @babatafi @cmashx Mabasa makuru ikoko mwana waMaDube. Rambai makadaro mukoma👏👏"", ""Wen Harare become too Stressful tinowana toga muBush. Pamwe pacho mupi wega wega wega mupi westress futi🤣🤣😅 @juleshcroft @cmashx @ctmunatswa …"", ""@ignitive3_0 @SekuruRoddie @garweh2011 @cmashx @HectorMarimo @magigwana3 @Mutape88 @babatafi @niceinno @BeautyZhuwao @Phidze72 @ndakaripa @S …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @babatafi
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@bellamelz12,@bellamelz12,negative,0,"[""@MCMISH05 @Bellamelz12 @t_kachidza Saka unoda kudya cashel valley yemahara"", ""@MCMISH05 @Bellamelz12 @t_kachidza Saka unoda kudya cashel valley yemahara"", ""@Bellamelz12 @controlla__zw Aya ndiwo anotonyatsotukisa manje.Ndokonzi kusvora vese vanonwa doro...🙄""]","You are helping annotate a multilingual sentiment lexicon.
Word: @bellamelz12
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@bernsoft2,@Bernsoft2,neutral,0,"[""@Bernsoft2 @UncleGrae @KhalifaMu I thought vanhu vakuitazvema foam bath"", ""@Bernsoft2 @UncleGrae @KhalifaMu I thought vanhu vakuitazvema foam bath"", ""@Bernsoft2 @UncleGrae @KhalifaMu I thought vanhu vakuitazvema foam bath""]","You are helping annotate a multilingual sentiment lexicon.
Word: @bernsoft2
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@black,@black,negative,0,"[""@generalmanas @Black_muffine @RealTalkFadzie Tarisa 🌈 iyo iriprofile pake, this muffine guy is gay as well. Akuda kutodya mface uyu ..hapana …"", ""@black_punter_ Ndakambopotsa ndafa ne nekugeza mvura inotonhora saka maya"", ""@black_punter_ Magetsi abaca mvura yangu yekugeza iri pamoto""]","You are helping annotate a multilingual sentiment lexicon.
Word: @black
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@boriscde,@boriscde,neutral,0,"[""@Super_Bhibho @BorisCde @MalemaZw @OMasaraure @ngadziore @TereraiSithole @JosephNyamayaro @KFRMugayi @ZimEye @LHNewsZimbabwe @paulmuchemwa2  …"", ""@BorisCde @Zinasuzim @TereraiSithole @ngadziore @JosephNyamayaro @ZimEye @NewZimbabweCom @LHNewsZimbabwe @sedzejacob @KFRMugayi @paulmuchemw …"", ""@Super_Bhibho @BorisCde @MalemaZw @OMasaraure @ngadziore @TereraiSithole @JosephNyamayaro @KFRMugayi @ZimEye @LHNewsZimbabwe @paulmuchemwa2  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @boriscde
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@bradelyboy,@bradelyboy,neutral,0,"[""@Bradelyboy Chekuma 90's chaiva chakazara nyama uku kwatovakubira vanhu uku where is ccz"", ""@Bradelyboy Chekuma 90's chaiva chakazara nyama uku kwatovakubira vanhu uku where is ccz"", ""@Bradelyboy Chekuma 90's chaiva chakazara nyama uku kwatovakubira vanhu uku where is ccz""]","You are helping annotate a multilingual sentiment lexicon.
Word: @bradelyboy
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@buhle,@ beauty,negative,0,"[""@tamiswa_njovana @khabo_black @buhle_matsha Hmmm akomana,kana nyaya dzauinadzo sekuwana dzatanga kugona mwana hamuone pamatadza? It's a scho …"", ""@Gr4youdontlike @buhle_matsha Stereotypes....bvumira vanhu kuti vararame hupenyu...vanhu kurarama maererano nemi chirichiri life yavo here"", ""@Gr4youdontlike @mike_SirRima91 @buhle_matsha Iwe wakada kupa vanhu moral code wakamira saaniko""]","You are helping annotate a multilingual sentiment lexicon.
Word: @buhle
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@castlelagerzw,@castlelagerzw,positive,0,"[""@lionel_sauro @CastleLagerZW @rentAcarZWE Apa kunditengera quart rangu nekuti ndauya ne idea\r\n\r\nMunobuda tsano @CastleLagerZW honai brand am …"", ""@CastleLagerZW @nyashanyamajiw tinohushapira kusvika pungwe\r\n\r\n15 October \r\n@ Old Hararians Sports Club\r\n10am kusvika kwadhungwe\r\n\r\nTonwa ne …"", ""@lionel_sauro @CastleLagerZW @rentAcarZWE Hehehe baba""]","You are helping annotate a multilingual sentiment lexicon.
Word: @castlelagerzw
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@chris79016670,@chris79016670,neutral,0,"[""@Chris79016670 @t_kachidza @Thickiana2001 Chimwe chako chitsiure chisaudza vanhu zvekuita"", ""@Chris79016670 @theavengerZWL Hahaha wakudhipisa mfesi wangu uyu"", ""@Chris79016670 @t_kachidza @Thickiana2001 Chimwe chako chitsiure chisaudza vanhu zvekuita""]","You are helping annotate a multilingual sentiment lexicon.
Word: @chris79016670
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@costmillions,@costmillions,neutral,0,"[""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …"", ""@itsvxns @Blowbarma @BTonhodzayi @sihwaw @sarahtaye81 @Ruth9027 @JMangoya @hellen_venganai @Melozuze @KaviyaGertrude @joelgombera @PTChimuso …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @costmillions
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@crussymalvin,@crussymalvin,neutral,0,"[""@Nollieta @makawandie @Yvie_Bae @crussymalvin Hoo ndiwe uyu"", ""@Nollieta @makawandie @Yvie_Bae @crussymalvin Hoo ndiwe uyu"", ""@Nollieta @makawandie @Yvie_Bae @crussymalvin Hoo ndiwe uyu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @crussymalvin
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@dandepartners,@dandepartners,neutral,0,"[""@Therealbigtee1 @spiffy220 @Dandepartners But Big Tee murikuregerera vanhu"", ""@Therealbigtee1 @spiffy220 @Dandepartners But Big Tee murikuregerera vanhu"", ""@Therealbigtee1 @spiffy220 @Dandepartners But Big Tee murikuregerera vanhu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @dandepartners
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@dave,@dave,neutral,0,"[""@phaphiet29 @dave_tandiri Shadaya zvese iiih asi hapana chawaziva nezvehupenyu hwose kusvika shadaya avhura Twitter account ...iih ..tsvaga  …"", ""@Dave_Mvura thats me"", ""@Dave_Mvura @_callmesibs 😂😂aaaah kuda kungoziyawo hangu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @dave
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@david7zoe,@ David7zoe,positive,0,"[""@david7zoe @RunganoNyere Apa arikushandisa mvura yekuside kwedu, ndo externalisation ka iyi https://t.co/1TQZwGM5l1"", ""@david7zoe Mombe yakanaka iyo"", ""@david7zoe @RunganoNyere Apa arikushandisa mvura yekuside kwedu, ndo externalisation ka iyi https://t.co/1TQZwGM5l1""]","You are helping annotate a multilingual sentiment lexicon.
Word: @david7zoe
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@denfordngadzio1,@ Denfordao1,neutral,0,"[""@mhofela_mhofu @thabanimnyama @JMafume @cohsunshinecity @DrMutambudzi @DenfordNgadzio1 @hwendec @NtateRanaka @Tinoedza1 ZINWA inopa mvura ku …"", ""@ChinyandeGeorge @ngadziore @nancynjenge @tapchiriga97 @BorisCde @DenfordNgadzio1 @JoanaMamombe @ceechimbiri2 @advora_1 @ZLHRLawyers @Cde_Wo …"", ""@ChinyandeGeorge @ngadziore @nancynjenge @tapchiriga97 @BorisCde @DenfordNgadzio1 @JoanaMamombe @ceechimbiri2 @advora_1 @ZLHRLawyers @Cde_Wo …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @denfordngadzio1
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@designerguyzw,@designerguyzw,negative,0,"[""@DesignerGuyZW @Zeni263 blaz nditengereiwo mubhedha uyu"", ""@momoe_32x @DesignerGuyZW Ukanyatsorwadziswa chaizvo unoshaya kana wekuudza😂,kana wekuchemera futi unomushaya🙌"", ""@DesignerGuyZW @Zeni263 blaz nditengereiwo mubhedha uyu""]","You are helping annotate a multilingual sentiment lexicon.
Word: @designerguyzw
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@dialo,@dialo,neutral,0,"[""@dialo_zw Aiwa asi kune vanhu vanoiramba"", ""@dialo_zw Aiwa asi kune vanhu vanoiramba"", ""@__LibraO @dialo_zw Haa hapana apa mapaper aya tinawo muma Gallery since 2019 vachingodaro... Vanhu vacho ndovaziva kaa.. Kungosasa chete uk …""]","You are helping annotate a multilingual sentiment lexicon.
Word: @dialo
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
@eargroundzw,@eargroundzw,neutral,0,"[""@chasurachasura @earGROUNDzw @realfreemanHKD But apa itori show yaFreeman so vanhu endai in numbers vawane mari"", ""@chasurachasura @earGROUNDzw @realfreemanHKD But apa itori show yaFreeman so vanhu endai in numbers vawane mari"", ""@chasurachasura @earGROUNDzw @realfreemanHKD But apa itori show yaFreeman so vanhu endai in numbers vawane mari""]","You are helping annotate a multilingual sentiment lexicon.
Word: @eargroundzw
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
