text,label,text_en
@TrapMcarumz Ndogara kuudza vanhu kuti kugona mumwe miedzo kupinda mairi sure coz mumwe yachoo kaaa https://t.co/pSydixLHab,neutral,@TrapMcarumz I always tell people that one's ability is a test to get into it sure coz the other one too https://t.co/pSydixLHab
@ChefAnthonyDC 😂eish uyu anga afa uyu,negative,@ChefAnthonyDC 😂eish this one was dead
@debrahmatandazw Mwana ane horror uyu,negative,@debrahmatandazw This is a horror kid
@roykuchy Haaa iwe mwana adeepisa hake aah aah aah 😂😂😂😂😂😂😂,negative,"@roykuchy Oh, you child is really fat aah aah aah 😂😂😂😂😂😂😂"
@ethany263 Vanopa vanhu mari here,neutral,@ethany263 Do they give people money
@NkoscoDuprie As a ghetto kid ndechitsvagawo.vanhu vane pfungwa dzirinani plus varume verugby necricket vane rudo,positive,@NkoscoDuprie As a ghetto kid I'm also looking for people with better ideas plus rugby and cricket men who have love
"@Tinoedzazvimwe1 Chenjerai kune vanhu ve Zanu pf variku famba vachi pinda mudzimba. Vachikumbira kuti mugo vhoterawo ED next year, vaine ma book vachibva vakumbira , phone number, ID /passport ne polling station yako zvekare. Ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi",neutral,"@We try some things1 Watch out for people from Zanu pf who are walking and entering houses. Asking you to vote for ED next year, they have books and asked for your phone number, ID/passport and polling station again. Let's watch out for these people and tell others not to give people these things"
@Bryt_Gp @SheyAnn04 @mbadalet pamwe ndiri mwana mudiki murume asi ari kuudzwa kuti kurwadza pane Pam urimukati. I doubt muno zvaunenge muchiita but then again maybe ndaita mwana handina chandoziva,negative,"@Bryt_Gp @SheyAnn04 @mbadalet maybe I'm a little kid man but he's being told that the pain is Pam inside. I doubt what you are doing here, but then again, maybe I have a child, I don't know yet"
@HeraldZimbabwe @edmnangagwa @tawandamudimu Bharanzi imhata yemunhu uyu akambodzoka kuzoitei,negative,@HeraldZimbabwe @edmnangagwa @tawandamudimu Balanzi is the man who came back to do what
"US$1=700 Bond Notes

From Harare CBD to Warren Park= 500 Bond Notes. 

Chitundumutseremutsere hachisi kukakata hama",negative,"US$1=700 Bond Notes

From Harare CBD to Warren Park= 500 Bond Notes.

A spaceship is not a rocket ship"
@drjaytee87 Ndakavhara imwe hama mastatus nekuda kweizvozvo. Daily manheru kusvika mu 40 pix n vids,positive,@drjaytee87 I blocked another brother's status because of that. Daily evening up to 40 pix n vids
@kinglyself 🤣🤣 lol haa unenge uchingoshingirira kusvikira zvaita . Optimism mu vanhu,positive,@kinglyself 🤣🤣 lol you're just going to persevere until it happens. Optimism in people
@hatiperi_wacho @TanakaShumba04 Uyu akati Justin Bieber anokuda nyenga  hako,negative,@hatiperi_wacho @TanakaShumba04 This one said Justin Bieber loves you
@mr_zim_fit Vanhu vakaita DEVELOPMENT STUDIES (D.S) neSOCIOLOGY vandinoziva vasina zvavari kuita vakawanda varume  kkkkkkk,negative,@mr_zim_fit The people who have done DEVELOPMENT STUDIES (D.S) and SOCIOLOGY that I know are not doing much men kkkkkkk
@MalcomMsipa @Markovela_zw @just_tine7 Mupurwa ndiwe unofunga mvura kunge maunogara ‼️,negative,@MalcomMsipa @Markovela_zw @just_tine7 The villager is the one who thinks water is where you live ‼️
@_callmesibs Bvunza hako saw some pple in town ndofunga katove kamental dysfunctional katovepo nepisiro wavepo uyu 😂😂😂,negative,"@_callmesibs Ask me, saw some pple in town and I think it's already mentally dysfunctional, it's already there and this one is here 😂😂😂"
@cmatewu Mbavha idzi,negative,@cmatewu These thieves
"@tinotendamach22 Ini mu hotel pa starter ndototi ka sadza katete, main meal chisadza chidhinha, and finally dessert ndoti ka tadha karinani.",neutral,"@tinotendamach22 At the hotel, I ordered a small satza for the starter, a brick satza for the main meal, and finally dessert."
@Theo_Rusike Hausi kuvaziva vanhu ava,neutral,@Theo_Rusike You don't know these people
"@KarenyiKore @CCCZimbabwe Yellow
Zimbabwe yose
Chipinge makadadisa
VP Kore
Shanduko muZimbabwe",positive,"@KarenyiKore @CCCZimbabwe Yellow
All of Zimbabwe
You are proud of it
VP Kore
Change in Zimbabwe"
@brightonmabs @MadzimaiTiti @Yvie_Bae @ShadayaKnight @KainosMbanda 😂😂😂😂😂😂😂 munomboziva here kuti vamwe vanhu tinenge tichida kushanda? Tinoshanda sei manje kana muchitaura zvinotapira kudai?,neutral,@brightonmabs @MadzimaiTiti @Yvie_Bae @ShadayaKnight @KainosMbanda 😂😂😂😂😂😂😂 do you know that some people want to work? How do we work now when you talk so sweetly?
"Hanzi hee havapindure ma DM edu... Ko toipindura sei uine username yakanzi sadza ne mazondo,  or partyman ,",negative,"Hey, they don't answer our DMs... How can we answer if you have a username called sadza ne mazondo, or partyman,"
@ShuroFarai @hwendec @nelsonchamisa Kuye if I campaign chero ndisina chandapa vanhu ndonohwina zvine mutsindo ndakaudza Vice waChihuri Veterai kt iwewe hausi kuzohwinha siyana nekupa vanhu Tea nechingwa neCup yeRice unofunga kt kumba havana kwavo sugar here.Drill boreholes. vakai maSchool classes etc zvinobatika,positive,"@ShuroFarai @hwendec @nelsonchamisa Kuye if I campaign if I don't give anything to the people I will win soundly, I told the Vice of Chihuri Veterai that you are not going to win by giving people tea and bread and a cup of rice do you think they don't have sugar at home. Drill boreholes. build school classes etc that are tangible"
@MatopeNigell Kuda kudya too much🤣,negative,@MatopeNigell Want to eat too much🤣
@tinotendanyota Zvibhorani izvi,neutral,@tinotendanyota Drill these
@Takundaskar Haaa chiregayi mwana boiz,positive,@Takundaskar Oh let it go baby boyz
"@Mambo_Tsonga05 Ndichingoona macomments. Ko Mai wacho aizotaura zviri nani nokutumira mushe?

I think kungobuda pachena is best so that there won't be blame games",positive,"@Mambo_Tsonga05 Just seeing the comments. Would the Mother speak better by sending a message?

I think just being open is best so that there won't be blame games"
@prim_143 handichada kuti sei poster ny nywe kana shadaya achichera zvibhorani,positive,@prim_143 I don't want to know why the poster is drinking when he is digging boreholes
@nickmangwana @kresipiyo @edmnangagwa Fambai baba tinemi Shumba,positive,"@nickmangwana @kresipiyo @edmnangagwa Walk, father, we are Lion"
@ShararaMufaro @mbadalet sadza chisati chaitwa nacho chitsvene,positive,@ShararaMufaro @mbadalet the sadza before it is done is sacred
@alpha_zw99 Saka vanhu wanepressure,negative,@alpha_zw99 So people are under pressure
"@GondaiMutongi Chenjerai kune vanhu ve Zanu pf variku famba vachi pinda mudzimba. Vachikumbira kuti mugo vhoterawo ED next year, vaine ma book vachibva vakumbira , phone number, ID /passport ne polling station yako zvekare. Ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi",negative,"@GondaiMutongi Watch out for Zanu pf people who are walking and entering houses. Asking you to vote for ED next year, they have books and asked for your phone number, ID/passport and polling station again. Let's watch out for these people and tell others not to give people these things"
"Ndiani ari kudya kudya netea/coffee paLunch?

Nguva yese nguva yetii. https://t.co/oBSu69Z7dv",negative,"Who is having tea/coffee at Lunch?

It's always tea time. https://t.co/oBSu69Z7dv"
Bhutisi muzukuru wamai Sorobhi? Zororai zvakanaka mai Sorobhi,negative,Bhutis cousin of mother Sorob? Rest well Mrs. Sorob
"Nekuda kweFootball and Television #EPL on @zbcnewsonline Newcastle United vs Bournemouth FC #AsilwiSiyasebenza @ Avenues, Harare https://t.co/2QetITeJUq",positive,"Courtesy of Football and Television #EPL on @zbcnewsonline Newcastle United vs Bournemouth FC #AsilwiSiyasalba @ Avenues, Harare https://t.co/2QetITeJUq"
"@powertv263 Zviri pamusoro pemaonero ezvematongerwo enyika, Malema anoongorora vateereri vemuAfrica uye Chamisa vanokumbira vechidiki muZimbabwe. Saka vese vari nani maono yavo.",positive,"@powertv263 It's about political views, Malema surveys the African audience and Chamisa appeals to the youth in Zimbabwe. So everyone has a better vision."
@Myqhawe Ngiyalenyanya lelo bala elithi sadza mina..,neutral,@Myqhawe Ngiyalenyanya lelo bala ethi sadza mina..
@madzi_Daddy Huya kuno tibaye,negative,@madzi_Daddy Come here and join us
@_vpart Vanhu vari single ndovavat Shadaya 🤌🏾 https://t.co/GkqAQqIPwV,negative,@_vpart People who are single are called Shadaya 🤌🏾 https://t.co/GkqAQqIPwV
"@GondaiMutongi @edmnangagwa Wakatadza kudzoreredza hupfumi nema diamonds moda kuzozvigona netoto ehuku,mombe tovhera neJanuary huku mungadzigone kuno worse dzinotoda mafeeds.",negative,"@GondaiMutongi @edmnangagwa You failed to restore the economy with diamonds, now you can do it with chickens, cows and open January chickens."
@mimmitwit Makandiwa panze inzwa kutaura chokwadi uye njere. Akaipa mfes uyu!,positive,"@mimmitwit Dear friends, listen to the truth and wisdom. This mfes is bad!"
@hatiperi_wacho Eddie unoda kutukisa vanhu makuseni iwe.... but chokwadi vanhu vanochiziva,negative,@hatiperi_wacho Eddie you want to insult people in the morning... but of course people know
"@GKudzanayi @HolyKay_Zw Tese tinobva kumukadzi dady mwana mskana rimwe zuva, respect ✊",negative,"@GKudzanayi @HolyKay_Zw We all come from a woman dady child girl one day, respect ✊"
@Mambo_Tsonga05 😂😂😂 Ipapo ndozofona futi ukama ukama ne side chick,negative,@Mambo_Tsonga05 😂😂😂 Then I'll call again and talk to the side chick
@KevinRN12 Xko Jojo tank boe hre apa vanhu varikutoridya rakadaro wena,negative,@KevinRN12 Xko Jojo tank boe hre here people are already eating you like that
@_MakdShelby Time iyoyo yaurikutomupa yakatokwana.Spending tozoita tatora mwana,positive,@_MakdShelby That time you are giving him is already enough
@reuphanuel Shadaya akamakwa nevanhu wararoora magomba,neutral,@reuphanuel Shadaya has been tagged by people who have married the pits
@ZBCNewsonline Saka toita nyika yekuona minana mugore rema elections chete here nhai vanhu ? https://t.co/mLvKntXTrv,negative,"@ZBCNewsonline So should we have a world of miracles only in the year of elections, people? https://t.co/mLvKntXTrv"
@hey_lorrah 😂😂😂😂 kuzotora manotes hahaha. Come to think of it vana Tete vanodzidzisa vasikana ahhh noooo,positive,"@hey_lorrah 😂😂😂😂 going to take notes hahaha. Come to think of it, aunties teach girls ahhh noooo"
@ShortMurehwa Ndezve vanhu vane mari dzavo kkkkkk,neutral,@ShortMurehwa It's about people who have their own money kkkkkk
@clairecakeszw @RealTalkFadzie @ClaireZDuri @MatopeNigell Wopedza woda kuuya kumba kwemwana wevanhu ne2 thauzen. Imika!,negative,@clairecakeszw @RealTalkFadzie @ClaireZDuri @MatopeNigell Then you want to come to the house of the human child with 2 thousand. Stop!
"@antomukuwa Babe uya anoonererwa, That guy should start to go for ma lessons a Shadaya.",neutral,"@antomukuwa That babe is watched, That guy should start to go for Shadaya's lessons."
"Mbuya vemumwe munhu vakatizatora muzukuru wavo kuchikoro.

Nhasi ndamuti amutore nekuti ndaive ndazvipira.

Sei ndiri kuudzwa kuti, ""Zvakanaka kushandisa mari inosvika $150 pamafuta."" 🤣

$150? 😂😂😂

Vanhu vanotsvaga maringoramungora pasi pano ah 🙆🏽‍♀️",negative,"Someone's grandmother took her grandson to school.

Today I asked him to take her because I was committed.

Why am I being told, ""It's okay to spend about $150 on fuel."" 🤣

$150? 😂😂😂

People are just looking for the best in this world ah 🙆🏽‍♀️"
@RealTalkFadzie Ko iye mwana wemumwe munhu anodzidzisireiko,positive,@RealTalkFadzie Why is he teaching someone else's child?
@elnathanonline Usandijairire ukaona ndakanyara wofunga kuti ndakapusa imbwa yemunhu (apa nechaunenge watadza hapana),negative,@elnathanonline Don't get used to me if you see me shy and think I'm a stupid human dog (here's what you've done wrong)
"@jnr_blinq @takuceri date neVenue ndaisa, kana une nharo huya",positive,"@jnr_blinq @takuceri I have set the date and venue, if you have any questions come"
"@kudaamassa Iyazve kutonotora shumba musango woiti chisiya kudya nyama 😂😂😂. Garai manyenga kuSDA ikoko, ma sister ariko wani. Tisiirei vedu ava 😂😂",negative,"@kudaamassa It's like taking a lion out of the forest and telling it to stop eating meat 😂😂😂 Stay safe at SDA there, the sisters are there. Leave these to us 😂😂"
@TapsyKristy Hapachadi lobola pakungoda ka function kechirungu lobola squad yorova tumajive yopa mdhara brick re 2 thaza...momz 1 ..vana tetes vokandrwa thaza vanhu vodya vobaya,neutral,@TapsyKristy We don't need lobola just because we want English lobola squad to beat the lobola and give the old man 2 bricks...momz 1
"@Yvonne_Maphosa @ Jabulanichibaya Mikana yekusvira muchetura ishoma musika wevanhu vangadai vangoisiya patafura , kunze kwekunge vaziva kuti anoita izvi...

Anyway Doc munoda kukuitirai makeup kana muri muHarare ,please🥺🥺",neutral,"@Yvonne_Maphosa @ Jabulanichibaya The chances of smoking poison are very low, people would have left it on the table, unless they knew he was doing this...

Anyway Doc, do you want to do your makeup if you are in Harare, please🥺🥺"
@mambano_ Ndotoshaya kuto vanhu vanodarirei amana kuvenga sadza kudaro,negative,@mambano_ I don't even know why people trust Amana to hate Sadza like that
Thank you baba vangu!😊 https://t.co/0mfEjz132g,positive,Thank you my father!😊 https://t.co/0mfEjz132g
"@Vatsunga000 @General_Afrik @bbmhlanga Exactly! Kunge ivo wakatidya vakabhadhara vatinyararire apo
Ndivo vanokudza vana vevanhu kuti vaprove love yavo for them and then dump them moexpecter kuti vavarimavirgins🚮.",negative,"@Vatsunga000 @General_Afrik @bbmhlanga Exactly! As if they ate us and paid us to keep quiet
They are the ones who honor people's children to prove their love for them and then dump them in expectation that they are virgins🚮."
"Zhizha rinodaidza madhirezi matete 🥰.
Ini mustock. Saizi S, M uye L
$25
📍Harare https://t.co/pJReNBDYql",positive,"Summer calls for thin dresses 🥰.
I'm in stock. Size S, M and L
$25
📍Harare https://t.co/pJReNBDYql"
@econet_support veduwe chii chikuitika ndikuda kufona kumusha APA etym haina kusvika or reversed..,negative,@econet_support veduwe what's going on I want to call home APA etym didn't arrive or reversed..
@_tee_tee03 @_mandy_cee ko makazowana katsi here kumba kwedu kune ine matriplets arikutsvaga adoption. Ndakanzwa one wenyu aiida,positive,@_tee_tee03 @_mandy_cee did you find a cat at our house with triplets looking for adoption. I heard one of you loved it
"@Millycent03 Mamuka sei VaHanzvadzi?
Ndandakambotaura kuti tine mutupo mumwe here, anyways moswera zvakanaka..",negative,"@Millycent03 How did you wake up Sister?
I said before that we have one body, anyways have a good day.."
KuChitown havatorina mvura yacho https://t.co/mp7zf0ra8w,negative,In Chitown they don't get the water https://t.co/mp7zf0ra8w
"Ever since Vamnangagwa and his friends set on e throne and chamisa becm e main opposition party ndongo gara ndine stress,pavakatora alteza hangu ndakavaudza kuti I don't hv tym to look for it,now ndati u cm keep e degree,pandichauya kuRec9very. ndopamuchaziva kuti 2017 was nothin",negative,"Ever since Vamnangagwa and his friends set on the throne and set up the main opposition party, I have always been stressed, when they took Alteza, I told them that I don't have time to look for it, now I said that you should keep your degree, when I come to Rec9very. that's when you will know that 2017 was nothin"
